"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player_Href","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","PrgP"
"Serie A","2024-01-13","Serie A (Matchweek 20)","Hellas Verona","4-2-3-1",2,0.8,"Milan Đurić · 3&rsquor; Cyril Ngonge · 56&rsquor; Ondrej Duda · 87&rsquor;","5","1","Empoli","4-3-3",1,0.8,"Szymon Żurkowski · 64&rsquor;","3","0","https://fbref.com/en/matches/1e1a6ee6/Hellas-Verona-Empoli-January-13-2024-Serie-A","Hellas Verona","Home",NA,986,234,324,72.2,5138,2406,82,99,82.8,91,116,78.4,49,84,58.3,2,0.7,0.6,9,25,7,2,30
"Serie A","2024-01-13","Serie A (Matchweek 20)","Hellas Verona","4-2-3-1",2,0.8,"Milan Đurić · 3&rsquor; Cyril Ngonge · 56&rsquor; Ondrej Duda · 87&rsquor;","5","1","Empoli","4-3-3",1,0.8,"Szymon Żurkowski · 64&rsquor;","3","0","https://fbref.com/en/matches/1e1a6ee6/Hellas-Verona-Empoli-January-13-2024-Serie-A","Empoli","Away",NA,990,393,490,80.2,7095,2586,150,174,86.2,213,244,87.3,28,61,45.9,1,0.5,0.7,9,20,6,2,43
"Serie A","2024-01-13","Serie A (Matchweek 20)","Monza","3-4-3",1,1,"Matteo Pessina (P) · 69&rsquor;","2","0","Internazionale","3-5-2",5,4.3,"Hakan Çalhanoğlu (P) · 12&rsquor; Lautaro Martínez · 14&rsquor; Hakan Çalhanoğlu · 60&rsquor; Lautaro Martínez (P) · 84&rsquor; Marcus Thuram · 88&rsquor;","2","0","https://fbref.com/en/matches/f42d4375/Monza-Internazionale-January-13-2024-Serie-A","Monza","Home",NA,990,495,565,87.6,8990,2422,227,247,91.9,195,213,91.5,64,76,84.2,0,0.2,0.3,7,33,3,0,34
"Serie A","2024-01-13","Serie A (Matchweek 20)","Monza","3-4-3",1,1,"Matteo Pessina (P) · 69&rsquor;","2","0","Internazionale","3-5-2",5,4.3,"Hakan Çalhanoğlu (P) · 12&rsquor; Lautaro Martínez · 14&rsquor; Hakan Çalhanoğlu · 60&rsquor; Lautaro Martínez (P) · 84&rsquor; Marcus Thuram · 88&rsquor;","2","0","https://fbref.com/en/matches/f42d4375/Monza-Internazionale-January-13-2024-Serie-A","Internazionale","Away",NA,990,350,426,82.2,5865,1979,159,178,89.3,137,154,89,37,58,63.8,3,2.6,1.4,15,22,15,5,36
"Serie A","2024-01-14","Serie A (Matchweek 20)","Lazio","4-3-3",1,0.9,"Felipe Anderson · 58&rsquor;","4","0","Lecce","4-3-3",0,1.1,"","4","0","https://fbref.com/en/matches/945c196b/Lazio-Lecce-January-14-2024-Serie-A","Lazio","Home",NA,990,446,544,82,7399,2674,222,239,92.9,178,206,86.4,34,74,45.9,1,0.8,0.7,7,29,6,0,30
"Serie A","2024-01-14","Serie A (Matchweek 20)","Lazio","4-3-3",1,0.9,"Felipe Anderson · 58&rsquor;","4","0","Lecce","4-3-3",0,1.1,"","4","0","https://fbref.com/en/matches/945c196b/Lazio-Lecce-January-14-2024-Serie-A","Lecce","Away",NA,990,411,499,82.4,7762,2593,163,182,89.6,191,202,94.6,49,95,51.6,0,1.1,0.7,10,23,4,3,35
"Serie A","2024-01-14","Serie A (Matchweek 20)","Cagliari","4-3-2-1",2,0.7,"Andrea Petagna · 31&rsquor; Riccardo Calafiori (OG) · 69&rsquor;","3","0","Bologna","4-2-3-1",1,0.6,"Riccardo Orsolini · 24&rsquor;","2","0","https://fbref.com/en/matches/91852b28/Cagliari-Bologna-January-14-2024-Serie-A","Cagliari","Home",NA,990,293,389,75.3,5092,1955,128,154,83.1,142,168,84.5,20,55,36.4,1,0.6,0.2,4,11,1,1,14
"Serie A","2024-01-14","Serie A (Matchweek 20)","Cagliari","4-3-2-1",2,0.7,"Andrea Petagna · 31&rsquor; Riccardo Calafiori (OG) · 69&rsquor;","3","0","Bologna","4-2-3-1",1,0.6,"Riccardo Orsolini · 24&rsquor;","2","0","https://fbref.com/en/matches/91852b28/Cagliari-Bologna-January-14-2024-Serie-A","Bologna","Away",NA,990,594,679,87.5,9949,2977,303,325,93.2,231,252,91.7,47,65,72.3,1,0.5,0.8,9,56,11,3,71
"Serie A","2024-01-14","Serie A (Matchweek 20)","Fiorentina","4-2-3-1",2,1.3,"Lucas Beltrán · 55&rsquor; M'Bala Nzola (P) · 87&rsquor;","1","0","Udinese","3-5-1-1",2,1.2,"Sandi Lovrić · 10&rsquor; Florian Thauvin · 73&rsquor;","1","0","https://fbref.com/en/matches/b52c1e88/Fiorentina-Udinese-January-14-2024-Serie-A","Fiorentina","Home",NA,990,487,583,83.5,9431,2956,159,178,89.3,274,302,90.7,51,79,64.6,1,0.5,0.7,8,45,11,4,56
"Serie A","2024-01-14","Serie A (Matchweek 20)","Fiorentina","4-2-3-1",2,1.3,"Lucas Beltrán · 55&rsquor; M'Bala Nzola (P) · 87&rsquor;","1","0","Udinese","3-5-1-1",2,1.2,"Sandi Lovrić · 10&rsquor; Florian Thauvin · 73&rsquor;","1","0","https://fbref.com/en/matches/b52c1e88/Fiorentina-Udinese-January-14-2024-Serie-A","Udinese","Away",NA,990,184,256,71.9,3297,1805,94,111,84.7,56,72,77.8,27,52,51.9,2,0.8,0.3,8,11,5,1,17
"Serie A","2024-01-14","Serie A (Matchweek 20)","Milan","4-3-3",3,1.5,"Yacine Adli · 11&rsquor; Olivier Giroud · 56&rsquor; Theo Hernández · 84&rsquor;","2","0","Roma","3-5-2",1,1.4,"Leandro Paredes (P) · 69&rsquor;","3","0","https://fbref.com/en/matches/3877f7ac/Milan-Roma-January-14-2024-Serie-A","Milan","Home",NA,990,437,506,86.4,7044,2452,232,247,93.9,159,182,87.4,36,55,65.5,3,1.4,1.6,16,36,11,3,31
"Serie A","2024-01-14","Serie A (Matchweek 20)","Milan","4-3-3",3,1.5,"Yacine Adli · 11&rsquor; Olivier Giroud · 56&rsquor; Theo Hernández · 84&rsquor;","2","0","Roma","3-5-2",1,1.4,"Leandro Paredes (P) · 69&rsquor;","3","0","https://fbref.com/en/matches/3877f7ac/Milan-Roma-January-14-2024-Serie-A","Roma","Away",NA,990,460,551,83.5,7451,2217,229,244,93.9,177,208,85.1,36,63,57.1,0,0.4,0.6,9,34,9,2,41
"Serie A","2024-01-15","Serie A (Matchweek 20)","Atalanta","3-4-3",5,3.7,"Teun Koopmeiners (P) · 8&rsquor; Éderson · 13&rsquor; Charles De Ketelaere · 14&rsquor; Davide Zappacosta · 83&rsquor; Emil Holm · 90&rsquor;","0","0","Frosinone","4-1-4-1",0,0.4,"","1","0","https://fbref.com/en/matches/fb9c9cdb/Atalanta-Frosinone-January-15-2024-Serie-A","Atalanta","Home",NA,990,431,536,80.4,7301,2780,206,233,88.4,182,217,83.9,32,60,53.3,2,1.2,1.2,14,33,12,3,47
"Serie A","2024-01-15","Serie A (Matchweek 20)","Atalanta","3-4-3",5,3.7,"Teun Koopmeiners (P) · 8&rsquor; Éderson · 13&rsquor; Charles De Ketelaere · 14&rsquor; Davide Zappacosta · 83&rsquor; Emil Holm · 90&rsquor;","0","0","Frosinone","4-1-4-1",0,0.4,"","1","0","https://fbref.com/en/matches/fb9c9cdb/Atalanta-Frosinone-January-15-2024-Serie-A","Frosinone","Away",NA,990,470,581,80.9,7379,2620,260,284,91.5,168,204,82.4,34,68,50,0,0.4,0.4,7,20,7,1,26
"Serie A","2024-01-16","Serie A (Matchweek 20)","Juventus","3-5-2",3,1.2,"Dušan Vlahović · 15&rsquor; Dušan Vlahović · 37&rsquor; Federico Chiesa · 89&rsquor;","0","0","Sassuolo","4-2-3-1",0,0.3,"","2","0","https://fbref.com/en/matches/a5520dc8/Juventus-Sassuolo-January-16-2024-Serie-A","Juventus","Home",NA,990,402,495,81.2,6926,2450,205,222,92.3,153,177,86.4,38,68,55.9,2,1,0.5,9,25,4,1,28
"Serie A","2024-01-16","Serie A (Matchweek 20)","Juventus","3-5-2",3,1.2,"Dušan Vlahović · 15&rsquor; Dušan Vlahović · 37&rsquor; Federico Chiesa · 89&rsquor;","0","0","Sassuolo","4-2-3-1",0,0.3,"","2","0","https://fbref.com/en/matches/a5520dc8/Juventus-Sassuolo-January-16-2024-Serie-A","Sassuolo","Away",NA,990,488,578,84.4,9099,2590,181,209,86.6,254,276,92,45,71,63.4,0,0.3,0.3,7,34,7,1,40
"Serie A","2024-01-20","Serie A (Matchweek 21)","Roma","4-3-2-1",2,0.9,"Romelu Lukaku · 19&rsquor; Lorenzo Pellegrini · 25&rsquor;","2","0","Hellas Verona","4-2-3-1",1,1.1,"Michael Folorunsho · 76&rsquor;","2","0","https://fbref.com/en/matches/4979e519/Roma-Hellas-Verona-January-20-2024-Serie-A","Roma","Home",NA,990,526,631,83.4,8865,2510,246,262,93.9,224,253,88.5,47,81,58,2,0.8,1,7,22,5,1,37
"Serie A","2024-01-20","Serie A (Matchweek 21)","Roma","4-3-2-1",2,0.9,"Romelu Lukaku · 19&rsquor; Lorenzo Pellegrini · 25&rsquor;","2","0","Hellas Verona","4-2-3-1",1,1.1,"Michael Folorunsho · 76&rsquor;","2","0","https://fbref.com/en/matches/4979e519/Roma-Hellas-Verona-January-20-2024-Serie-A","Hellas Verona","Away",NA,990,312,391,79.8,5989,2187,124,143,86.7,132,156,84.6,45,69,65.2,1,0.3,0.5,10,34,7,2,39
"Serie A","2024-01-20","Serie A (Matchweek 21)","Udinese","3-5-1-1",2,0.6,"Lazar Samardzic · 42&rsquor; Florian Thauvin · 62&rsquor;","6","0","Milan","4-3-3",3,2.6,"Ruben Loftus-Cheek · 31&rsquor; Luka Jović · 83&rsquor; Noah Okafor · 90+3&rsquor;","1","0","https://fbref.com/en/matches/5bfc3571/Udinese-Milan-January-20-2024-Serie-A","Udinese","Home",NA,990,173,267,64.8,3046,1396,84,104,80.8,55,88,62.5,24,52,46.2,1,0.4,0.4,9,24,5,2,20
"Serie A","2024-01-20","Serie A (Matchweek 21)","Udinese","3-5-1-1",2,0.6,"Lazar Samardzic · 42&rsquor; Florian Thauvin · 62&rsquor;","6","0","Milan","4-3-3",3,2.6,"Ruben Loftus-Cheek · 31&rsquor; Luka Jović · 83&rsquor; Noah Okafor · 90+3&rsquor;","1","0","https://fbref.com/en/matches/5bfc3571/Udinese-Milan-January-20-2024-Serie-A","Milan","Away",NA,990,499,598,83.4,7687,2496,251,280,89.6,205,238,86.1,25,43,58.1,2,1.7,0.9,13,34,12,5,46
"Serie A","2024-01-21","Serie A (Matchweek 21)","Frosinone","4-3-2-1",3,2.8,"Luca Mazzitelli · 64&rsquor; Matìas Soulé · 75&rsquor; Kaio Jorge · 90+5&rsquor;","3","0","Cagliari","3-5-2",1,0.6,"Ibrahim Sulemana · 26&rsquor;","5","0","https://fbref.com/en/matches/b6ac3781/Frosinone-Cagliari-January-21-2024-Serie-A","Frosinone","Home",NA,990,413,545,75.8,6998,2593,195,220,88.6,173,219,79,34,75,45.3,2,2.7,1.5,15,38,8,3,39
"Serie A","2024-01-21","Serie A (Matchweek 21)","Frosinone","4-3-2-1",3,2.8,"Luca Mazzitelli · 64&rsquor; Matìas Soulé · 75&rsquor; Kaio Jorge · 90+5&rsquor;","3","0","Cagliari","3-5-2",1,0.6,"Ibrahim Sulemana · 26&rsquor;","5","0","https://fbref.com/en/matches/b6ac3781/Frosinone-Cagliari-January-21-2024-Serie-A","Cagliari","Away",NA,990,237,369,64.2,4863,1979,85,110,77.3,105,139,75.5,40,97,41.2,0,0.4,0.3,5,22,4,3,25
"Serie A","2024-01-21","Serie A (Matchweek 21)","Empoli","3-5-2",3,1.3,"Szymon Żurkowski · 13&rsquor; Szymon Żurkowski · 38&rsquor; Szymon Żurkowski · 73&rsquor;","1","0","Monza","3-4-3",0,0.8,"","3","0","https://fbref.com/en/matches/57d1e07a/Empoli-Monza-January-21-2024-Serie-A","Empoli","Home",NA,990,196,284,69,3981,1730,73,94,77.7,103,124,83.1,20,58,34.5,1,1.2,0.6,6,12,4,0,23
"Serie A","2024-01-21","Serie A (Matchweek 21)","Empoli","3-5-2",3,1.3,"Szymon Żurkowski · 13&rsquor; Szymon Żurkowski · 38&rsquor; Szymon Żurkowski · 73&rsquor;","1","0","Monza","3-4-3",0,0.8,"","3","0","https://fbref.com/en/matches/57d1e07a/Empoli-Monza-January-21-2024-Serie-A","Monza","Away",NA,990,612,715,85.6,12111,2926,210,231,90.9,322,353,91.2,79,114,69.3,0,0.5,0.9,12,68,2,0,67
"Serie A","2024-01-21","Serie A (Matchweek 21)","Salernitana","4-3-2-1",1,0.8,"Agustín Martegani · 2&rsquor;","0","0","Genoa","4-4-2",2,1.1,"Mateo Retegui · 13&rsquor; Albert Guðmundsson (P) · 58&rsquor;","5","0","https://fbref.com/en/matches/9513979f/Salernitana-Genoa-January-21-2024-Serie-A","Salernitana","Home",NA,990,470,596,78.9,8397,2647,194,220,88.2,210,247,85,49,84,58.3,1,0.5,0.7,8,31,8,3,37
"Serie A","2024-01-21","Serie A (Matchweek 21)","Salernitana","4-3-2-1",1,0.8,"Agustín Martegani · 2&rsquor;","0","0","Genoa","4-4-2",2,1.1,"Mateo Retegui · 13&rsquor; Albert Guðmundsson (P) · 58&rsquor;","5","0","https://fbref.com/en/matches/9513979f/Salernitana-Genoa-January-21-2024-Serie-A","Genoa","Away",NA,990,288,398,72.4,5329,2407,136,168,81,114,130,87.7,33,67,49.3,1,0.3,0.4,3,24,5,0,30
"Serie A","2024-01-21","Serie A (Matchweek 21)","Lecce","4-1-4-1",0,0.6,"","1","0","Juventus","3-5-2",3,2.1,"Dušan Vlahović · 59&rsquor; Dušan Vlahović · 68&rsquor; Gleison Bremer · 85&rsquor;","1","0","https://fbref.com/en/matches/5faf15cc/Lecce-Juventus-January-21-2024-Serie-A","Lecce","Home",NA,990,418,508,82.3,8017,2678,152,172,88.4,204,223,91.5,54,89,60.7,0,0.6,0.6,11,39,7,4,35
"Serie A","2024-01-21","Serie A (Matchweek 21)","Lecce","4-1-4-1",0,0.6,"","1","0","Juventus","3-5-2",3,2.1,"Dušan Vlahović · 59&rsquor; Dušan Vlahović · 68&rsquor; Gleison Bremer · 85&rsquor;","1","0","https://fbref.com/en/matches/5faf15cc/Lecce-Juventus-January-21-2024-Serie-A","Juventus","Away",NA,990,387,482,80.3,7115,2752,162,187,86.6,167,191,87.4,48,80,60,3,2.3,1.2,12,36,14,4,41
"Serie A","2024-01-26","Serie A (Matchweek 22)","Cagliari","3-4-3",1,2.2,"Nicolas Viola · 77&rsquor;","2","0","Torino","3-4-3",2,1.6,"Duván Zapata · 23&rsquor; Samuele Ricci · 45+3&rsquor;","4","0","https://fbref.com/en/matches/94279bcd/Cagliari-Torino-January-26-2024-Serie-A","Cagliari","Home",NA,990,308,436,70.6,5908,2502,132,155,85.2,133,169,78.7,42,95,44.2,1,1.7,1.4,20,33,12,4,37
"Serie A","2024-01-26","Serie A (Matchweek 22)","Cagliari","3-4-3",1,2.2,"Nicolas Viola · 77&rsquor;","2","0","Torino","3-4-3",2,1.6,"Duván Zapata · 23&rsquor; Samuele Ricci · 45+3&rsquor;","4","0","https://fbref.com/en/matches/94279bcd/Cagliari-Torino-January-26-2024-Serie-A","Torino","Away",NA,990,306,419,73,5666,2280,121,141,85.8,118,142,83.1,45,90,50,2,1.5,1.4,13,20,9,3,28
"Serie A","2024-01-27","Serie A (Matchweek 22)","Atalanta","3-4-3",2,1.1,"Aleksei Miranchuk · 33&rsquor; Gianluca Scamacca · 45+1&rsquor;","2","0","Udinese","3-5-1-1",0,0.6,"","1","0","https://fbref.com/en/matches/8d8d45e1/Atalanta-Udinese-January-27-2024-Serie-A","Atalanta","Home",NA,990,477,589,81,8347,2848,198,235,84.3,231,256,90.2,41,78,52.6,2,1.1,1.3,11,43,14,8,46
"Serie A","2024-01-27","Serie A (Matchweek 22)","Atalanta","3-4-3",2,1.1,"Aleksei Miranchuk · 33&rsquor; Gianluca Scamacca · 45+1&rsquor;","2","0","Udinese","3-5-1-1",0,0.6,"","1","0","https://fbref.com/en/matches/8d8d45e1/Atalanta-Udinese-January-27-2024-Serie-A","Udinese","Away",NA,990,326,420,77.6,6386,2589,135,152,88.8,131,156,84,52,87,59.8,0,0.5,0.4,9,32,3,1,27
"Serie A","2024-01-27","Serie A (Matchweek 22)","Juventus","3-5-2",1,0.8,"Arkadiusz Milik · 18&rsquor; Dušan Vlahović · 50&rsquor;","1","1","Empoli","3-5-2",1,0.8,"Tommaso Baldanzi · 70&rsquor;","1","0","https://fbref.com/en/matches/ae33c4fb/Juventus-Empoli-January-27-2024-Serie-A","Juventus","Home",NA,917,358,442,81,6613,2071,137,163,84,178,202,88.1,34,55,61.8,0,0.2,0.9,5,19,3,1,32
"Serie A","2024-01-27","Serie A (Matchweek 22)","Juventus","3-5-2",1,0.8,"Arkadiusz Milik · 18&rsquor; Dušan Vlahović · 50&rsquor;","1","1","Empoli","3-5-2",1,0.8,"Tommaso Baldanzi · 70&rsquor;","1","0","https://fbref.com/en/matches/ae33c4fb/Juventus-Empoli-January-27-2024-Serie-A","Empoli","Away",NA,990,583,671,86.9,10426,2735,254,275,92.4,266,284,93.7,58,90,64.4,1,0.6,0.8,12,53,8,3,44
"Serie A","2024-01-27","Serie A (Matchweek 22)","Milan","4-2-3-1",2,3.3,"Ruben Loftus-Cheek · 45&rsquor; Ruben Loftus-Cheek · 83&rsquor;","5","0","Bologna","4-2-3-1",2,1.8,"Joshua Zirkzee · 29&rsquor; Riccardo Orsolini (P) · 90+2&rsquor;","3","0","https://fbref.com/en/matches/0956366b/Milan-Bologna-January-27-2024-Serie-A","Milan","Home",NA,990,423,487,86.9,7248,2452,193,214,90.2,193,212,91,29,43,67.4,2,1.6,1.3,9,32,9,5,46
"Serie A","2024-01-27","Serie A (Matchweek 22)","Milan","4-2-3-1",2,3.3,"Ruben Loftus-Cheek · 45&rsquor; Ruben Loftus-Cheek · 83&rsquor;","5","0","Bologna","4-2-3-1",2,1.8,"Joshua Zirkzee · 29&rsquor; Riccardo Orsolini (P) · 90+2&rsquor;","3","0","https://fbref.com/en/matches/0956366b/Milan-Bologna-January-27-2024-Serie-A","Bologna","Away",NA,990,411,486,84.6,6727,2150,209,229,91.3,169,187,90.4,25,48,52.1,1,0.8,0.4,10,27,4,1,28
"Serie A","2024-01-28","Serie A (Matchweek 22)","Genoa","3-5-2",2,1.7,"Mateo Retegui · 70&rsquor; Caleb Ekuban · 76&rsquor;","0","0","Lecce","4-3-3",1,1.8,"Nikola Krstović · 31&rsquor;","2","0","https://fbref.com/en/matches/73b5dbc0/Genoa-Lecce-January-28-2024-Serie-A","Genoa","Home",NA,990,308,398,77.4,5100,2090,153,175,87.4,109,136,80.1,26,56,46.4,1,0.7,0.5,13,15,5,2,30
"Serie A","2024-01-28","Serie A (Matchweek 22)","Genoa","3-5-2",2,1.7,"Mateo Retegui · 70&rsquor; Caleb Ekuban · 76&rsquor;","0","0","Lecce","4-3-3",1,1.8,"Nikola Krstović · 31&rsquor;","2","0","https://fbref.com/en/matches/73b5dbc0/Genoa-Lecce-January-28-2024-Serie-A","Lecce","Away",NA,990,314,414,75.8,5940,2406,123,147,83.7,149,176,84.7,38,74,51.4,1,0.4,0.4,9,31,6,2,44
"Serie A","2024-01-28","Serie A (Matchweek 22)","Monza","3-4-3",1,0.4,"Andrea Colpani · 31&rsquor;","1","0","Sassuolo","4-3-3",0,0.8,"","3","0","https://fbref.com/en/matches/16c39caa/Monza-Sassuolo-January-28-2024-Serie-A","Monza","Home",NA,990,476,572,83.2,9056,3117,177,198,89.4,241,260,92.7,50,87,57.5,1,0.4,0.3,11,20,7,4,28
"Serie A","2024-01-28","Serie A (Matchweek 22)","Monza","3-4-3",1,0.4,"Andrea Colpani · 31&rsquor;","1","0","Sassuolo","4-3-3",0,0.8,"","3","0","https://fbref.com/en/matches/16c39caa/Monza-Sassuolo-January-28-2024-Serie-A","Sassuolo","Away",NA,990,291,368,79.1,5344,1774,122,139,87.8,129,155,83.2,35,57,61.4,0,0.6,0.4,12,23,4,3,35
"Serie A","2024-01-28","Serie A (Matchweek 22)","Hellas Verona","4-2-2-2",1,2.2,"Tomáš Suslov (P) · 45+3&rsquor;","2","0","Frosinone","4-3-3",1,1.2,"Kaio Jorge · 58&rsquor;","2","0","https://fbref.com/en/matches/4d9bfc36/Hellas-Verona-Frosinone-January-28-2024-Serie-A","Hellas Verona","Home",NA,990,334,464,72,6671,2576,133,168,79.2,144,178,80.9,51,92,55.4,0,0.6,0.4,11,34,5,3,32
"Serie A","2024-01-28","Serie A (Matchweek 22)","Hellas Verona","4-2-2-2",1,2.2,"Tomáš Suslov (P) · 45+3&rsquor;","2","0","Frosinone","4-3-3",1,1.2,"Kaio Jorge · 58&rsquor;","2","0","https://fbref.com/en/matches/4d9bfc36/Hellas-Verona-Frosinone-January-28-2024-Serie-A","Frosinone","Away",NA,990,353,479,73.7,5374,1986,196,224,87.5,126,167,75.4,18,61,29.5,1,1.2,1,9,13,8,2,30
"Serie A","2024-01-28","Serie A (Matchweek 22)","Lazio","4-3-3",0,0.5,"","3","0","Napoli","3-4-3",0,0.2,"","2","0","https://fbref.com/en/matches/5f2e86f8/Lazio-Napoli-January-28-2024-Serie-A","Lazio","Home",NA,990,379,452,83.8,5868,2021,196,212,92.5,122,146,83.6,32,55,58.2,0,0.5,0.6,9,28,10,6,28
"Serie A","2024-01-28","Serie A (Matchweek 22)","Lazio","4-3-3",0,0.5,"","3","0","Napoli","3-4-3",0,0.2,"","2","0","https://fbref.com/en/matches/5f2e86f8/Lazio-Napoli-January-28-2024-Serie-A","Napoli","Away",NA,990,612,697,87.8,11114,2902,239,257,93,285,310,91.9,71,98,72.4,0,0.1,0.1,3,28,3,0,27
"Serie A","2024-01-28","Serie A (Matchweek 22)","Fiorentina","4-2-3-1",0,1.8,"","2","0","Internazionale","3-5-2",1,0.5,"Lautaro Martínez · 14&rsquor;","3","0","https://fbref.com/en/matches/102c1e1a/Fiorentina-Internazionale-January-28-2024-Serie-A","Fiorentina","Home",NA,990,441,560,78.8,7854,2405,201,223,90.1,179,213,84,50,90,55.6,0,0.7,0.9,10,35,8,0,40
"Serie A","2024-01-28","Serie A (Matchweek 22)","Fiorentina","4-2-3-1",0,1.8,"","2","0","Internazionale","3-5-2",1,0.5,"Lautaro Martínez · 14&rsquor;","3","0","https://fbref.com/en/matches/102c1e1a/Fiorentina-Internazionale-January-28-2024-Serie-A","Internazionale","Away",NA,990,316,418,75.6,5503,2114,127,150,84.7,155,188,82.4,25,56,44.6,1,0.3,0.6,5,12,8,3,23
"Serie A","2024-01-29","Serie A (Matchweek 22)","Salernitana","3-4-3",1,1.2,"Grigoris Kastanos · 70&rsquor;","2","0","Roma","4-3-3",2,1.6,"Paulo Dybala (P) · 51&rsquor; Lorenzo Pellegrini · 66&rsquor;","3","0","https://fbref.com/en/matches/d0918b41/Salernitana-Roma-January-29-2024-Serie-A","Salernitana","Home",NA,990,322,412,78.2,5801,1966,157,179,87.7,119,146,81.5,41,70,58.6,1,1.1,0.8,13,28,13,9,41
"Serie A","2024-01-29","Serie A (Matchweek 22)","Salernitana","3-4-3",1,1.2,"Grigoris Kastanos · 70&rsquor;","2","0","Roma","4-3-3",2,1.6,"Paulo Dybala (P) · 51&rsquor; Lorenzo Pellegrini · 66&rsquor;","3","0","https://fbref.com/en/matches/d0918b41/Salernitana-Roma-January-29-2024-Serie-A","Roma","Away",NA,990,558,642,86.9,9192,2588,264,285,92.6,246,265,92.8,36,65,55.4,1,0.8,0.8,3,35,4,2,43
"Serie A","2024-02-02","Serie A (Matchweek 23)","Lecce","4-2-3-1",3,2.6,"Remi Oudin · 17&rsquor; Roberto Piccoli · 90&rsquor; Patrick Dorgu · 90+2&rsquor;","3","0","Fiorentina","4-2-3-1",2,1.1,"Rolando Mandragora · 50&rsquor; Lucas Beltrán · 67&rsquor;","3","0","https://fbref.com/en/matches/28d15df1/Lecce-Fiorentina-February-2-2024-Serie-A","Lecce","Home",NA,990,260,366,71,5222,2212,89,116,76.7,126,151,83.4,41,77,53.2,0,1.2,0.3,9,21,5,2,30
"Serie A","2024-02-02","Serie A (Matchweek 23)","Lecce","4-2-3-1",3,2.6,"Remi Oudin · 17&rsquor; Roberto Piccoli · 90&rsquor; Patrick Dorgu · 90+2&rsquor;","3","0","Fiorentina","4-2-3-1",2,1.1,"Rolando Mandragora · 50&rsquor; Lucas Beltrán · 67&rsquor;","3","0","https://fbref.com/en/matches/28d15df1/Lecce-Fiorentina-February-2-2024-Serie-A","Fiorentina","Away",NA,990,349,459,76,5977,2481,153,178,86,132,165,80,41,75,54.7,0,0.7,0.5,7,29,5,2,30
"Serie A","2024-02-03","Serie A (Matchweek 23)","Empoli","3-4-3",0,0.6,"","2","0","Genoa","3-5-2",0,0.6,"Koni De Winter · 90+2&rsquor;","4","1","https://fbref.com/en/matches/fdc54c79/Empoli-Genoa-February-3-2024-Serie-A","Empoli","Home",NA,990,342,456,75,6761,2707,133,157,84.7,148,181,81.8,54,90,60,0,0.5,0.7,10,21,5,3,34
"Serie A","2024-02-03","Serie A (Matchweek 23)","Empoli","3-4-3",0,0.6,"","2","0","Genoa","3-5-2",0,0.6,"Koni De Winter · 90+2&rsquor;","4","1","https://fbref.com/en/matches/fdc54c79/Empoli-Genoa-February-3-2024-Serie-A","Genoa","Away",NA,989,373,480,77.7,6812,2545,158,189,83.6,166,192,86.5,37,66,56.1,0,0.6,0.6,9,19,5,2,21
"Serie A","2024-02-03","Serie A (Matchweek 23)","Udinese","3-5-1-1",0,0.9,"","3","0","Monza","3-4-3",0,0.1,"","2","0","https://fbref.com/en/matches/31094073/Udinese-Monza-February-3-2024-Serie-A","Udinese","Home",NA,990,383,469,81.7,7252,2376,151,179,84.4,188,217,86.6,43,67,64.2,0,0.5,0.6,13,29,6,3,39
"Serie A","2024-02-03","Serie A (Matchweek 23)","Udinese","3-5-1-1",0,0.9,"","3","0","Monza","3-4-3",0,0.1,"","2","0","https://fbref.com/en/matches/31094073/Udinese-Monza-February-3-2024-Serie-A","Monza","Away",NA,990,427,521,82,7851,2185,157,183,85.8,220,251,87.6,44,69,63.8,0,0.1,0.2,1,16,3,0,18
"Serie A","2024-02-03","Serie A (Matchweek 23)","Frosinone","4-2-3-1",2,1,"Matìas Soulé (P) · 24&rsquor; Luca Mazzitelli · 65&rsquor;","1","0","Milan","4-2-3-1",3,1.4,"Olivier Giroud · 17&rsquor; Matteo Gabbia · 72&rsquor; Luka Jović · 81&rsquor;","3","0","https://fbref.com/en/matches/14c72d2c/Frosinone-Milan-February-3-2024-Serie-A","Frosinone","Home",NA,990,312,407,76.7,4910,1835,161,188,85.6,116,146,79.5,26,51,51,1,0.2,0.2,6,16,2,0,27
